test_00000,1
test_00001,0
test_00002,0
test_00003,0
test_00004,1
test_00005,1
test_00006,0
test_00007,1
test_00008,0
test_00009,0
test_00010,0
test_00011,0
test_00012,1
test_00013,1
test_00014,1
test_00015,1
test_00016,0
test_00017,1
test_00018,1
test_00019,1
test_00020,0
test_00021,1
test_00022,0
test_00023,1
test_00024,0
test_00025,1
test_00026,1
test_00027,0
test_00028,1
test_00029,0
test_00030,0
test_00031,0
test_00032,1
test_00033,0
test_00034,0
test_00035,0
test_00036,1
test_00037,0
test_00038,0
test_00039,1
test_00040,0
test_00041,0
test_00042,1
test_00043,0
test_00044,0
test_00045,1
test_00046,1
test_00047,1
test_00048,0
test_00049,0
test_00050,1
test_00051,0
test_00052,0
test_00053,0
test_00054,0
test_00055,1
test_00056,1
test_00057,1
test_00058,1
test_00059,1
test_00060,0
test_00061,1
test_00062,0
test_00063,1
test_00064,0
test_00065,1
test_00066,0
test_00067,0
test_00068,1
test_00069,1
test_00070,0
test_00071,0
test_00072,0
test_00073,1
test_00074,1
test_00075,1
test_00076,0
test_00077,0
test_00078,1
test_00079,0
test_00080,1
test_00081,1
test_00082,0
test_00083,0
test_00084,0
test_00085,0
test_00086,1
test_00087,1
test_00088,1
test_00089,1
test_00090,0
test_00091,1
test_00092,1
test_00093,0
test_00094,1
test_00095,1
test_00096,0
test_00097,1
test_00098,0
test_00099,1
test_00100,0
test_00101,0
test_00102,1
test_00103,1
test_00104,0
test_00105,0
test_00106,1
test_00107,0
test_00108,1
test_00109,0
test_00110,0
test_00111,1
test_00112,0
test_00113,1
test_00114,0
test_00115,1
test_00116,1
test_00117,1
test_00118,0
test_00119,1
test_00120,1
test_00121,1
test_00122,1
test_00123,0
test_00124,0
test_00125,1
test_00126,1
test_00127,1
test_00128,0
test_00129,0
test_00130,1
test_00131,1
test_00132,0
test_00133,1
test_00134,1
test_00135,0
test_00136,1
test_00137,0
test_00138,1
test_00139,1
test_00140,1
test_00141,0
test_00142,1
test_00143,0
test_00144,1
test_00145,1
test_00146,1
test_00147,0
test_00148,1
test_00149,1
test_00150,1
test_00151,0
test_00152,0
test_00153,0
test_00154,0
test_00155,0
test_00156,1
test_00157,1
test_00158,1
test_00159,1
test_00160,0
test_00161,1
test_00162,1
test_00163,0
test_00164,0
test_00165,1
test_00166,0
test_00167,1
test_00168,0
test_00169,0
test_00170,0
test_00171,1
test_00172,0
test_00173,0
test_00174,1
test_00175,0
test_00176,0
test_00177,1
test_00178,0
test_00179,1
test_00180,0
test_00181,0
test_00182,1
test_00183,1
test_00184,1
test_00185,0
test_00186,0
test_00187,1
test_00188,1
test_00189,1
test_00190,1
test_00191,1
test_00192,0
test_00193,0
test_00194,0
test_00195,1
test_00196,0
test_00197,0
test_00198,1
test_00199,1
test_00200,1
test_00201,0
test_00202,1
test_00203,1
test_00204,1
test_00205,1
test_00206,1
test_00207,1
test_00208,1
